0
MMM
ABT
ABBV
ABMD
ACN
ATVI
ADBE
AMD
AAP
AES
AFL
A
APD
AKAM
ALK
ALB
ARE
ALXN
ALGN
ALLE
LNT
ALL
GOOGL
GOOG
MO
AMZN
AMCR
AEE
AAL
AEP
AXP
AIG
AMT
AWK
AMP
ABC
AME
AMGN
APH
ADI
ANSS
ANTM
AON
AOS
APA
AIV
AAPL
AMAT
APTV
ADM
ANET
AJG
AIZ
T
ATO
ADSK
ADP
AZO
AVB
AVY
BKR
BLL
BAC
BK
BAX
BDX
BRK.B
BBY
BIO
BIIB
BLK
BA
BKNG
BWA
BXP
BSX
BMY
AVGO
BR
BF.B
CHRW
COG
CDNS
CPB
COF
CAH
KMX
CCL
CARR
CAT
CBOE
CBRE
CDW
CE
CNC
CNP
CTL
CERN
CF
SCHW
CHTR
CVX
CMG
CB
CHD
CI
CINF
CTAS
CSCO
C
CFG
CTXS
CLX
CME
CMS
KO
CTSH
CL
CMCSA
CMA
CAG
CXO
COP
ED
STZ
COO
CPRT
GLW
CTVA
COST
COTY
CCI
CSX
CMI
CVS
DHI
DHR
DRI
DVA
DE
DAL
XRAY
DVN
DXCM
FANG
DLR
DFS
DISCA
DISCK
DISH
DG
DLTR
D
DPZ
DOV
DOW
DTE
DUK
DRE
DD
DXC
ETFC
EMN
ETN
EBAY
ECL
EIX
EW
EA
EMR
ETR
EOG
EFX
EQIX
EQR
ESS
EL
EVRG
ES
RE
EXC
EXPE
EXPD
EXR
XOM
FFIV
FB
FAST
FRT
FDX
FIS
FITB
FE
FRC
FISV
FLT
FLIR
FLS
FMC
F
FTNT
FTV
FBHS
FOXA
FOX
BEN
FCX
GPS
GRMN
IT
GD
GE
GIS
GM
GPC
GILD
GL
GPN
GS
GWW
HRB
HAL
HBI
HIG
HAS
HCA
PEAK
HSIC
HSY
HES
HPE
HLT
HFC
HOLX
HD
HON
HRL
HST
HWM
HPQ
HUM
HBAN
HII
IEX
IDXX
INFO
ITW
ILMN
INCY
IR
INTC
ICE
IBM
IP
IPG
IFF
INTU
ISRG
IVZ
IPGP
IQV
IRM
JKHY
J
JBHT
SJM
JNJ
JCI
JPM
JNPR
KSU
K
KEY
KEYS
KMB
KIM
KMI
KLAC
KSS
KHC
KR
LB
LHX
LH
LRCX
LW
LVS
LEG
LDOS
LEN
LLY
LNC
LIN
LYV
LKQ
LMT
L
LOW
LYB
MTB
MRO
MPC
MKTX
MAR
MMC
MLM
MAS
MA
MKC
MXIM
MCD
MCK
MDT
MRK
MET
MTD
MGM
MCHP
MU
MSFT
MAA
MHK
TAP
MDLZ
MNST
MCO
MS
MOS
MSI
MSCI
MYL
NDAQ
NOV
NTAP
NFLX
NWL
NEM
NWSA
NWS
NEE
NLSN
NKE
NI
NBL
NSC
NTRS
NOC
NLOK
NCLH
NRG
NUE
NVDA
NVR
ORLY
OXY
ODFL
OMC
OKE
ORCL
OTIS
PCAR
PKG
PH
PAYX
PAYC
PYPL
PNR
PBCT
PEP
PKI
PRGO
PFE
PM
PSX
PNW
PXD
PNC
PPG
PPL
PFG
PG
PGR
PLD
PRU
PEG
PSA
PHM
PVH
QRVO
PWR
QCOM
DGX
RL
RJF
RTX
O
REG
REGN
RF
RSG
RMD
RHI
ROK
ROL
ROP
ROST
RCL
SPGI
CRM
SBAC
SLB
STX
SEE
SRE
NOW
SHW
SPG
SWKS
SLG
SNA
SO
LUV
SWK
SBUX
STT
STE
SYK
SIVB
SYF
SNPS
SYY
TMUS
TROW
TTWO
TPR
TGT
TEL
FTI
TDY
TFX
TXN
TXT
TMO
TIF
TJX
TSCO
TT
TDG
TRV
TFC
TWTR
TYL
TSN
UDR
ULTA
USB
UAA
UA
UNP
UAL
UNH
UPS
URI
UHS
UNM
VFC
VLO
VAR
VTR
VRSN
VRSK
VZ
VRTX
VIAC
V
VNO
VMC
WRB
WAB
WMT
WBA
DIS
WM
WAT
WEC
WFC
WELL
WST
WDC
WU
WRK
WY
WHR
WMB
WLTW
WYNN
XEL
XRX
XLNX
XYL
YUM
ZBRA
ZBH
ZION
ZTS
AAN
ACHC
ACIW
ADNT
ATGE
ACM
ACC
AEO
AFG
AGCO
ALE
ALEX
AMED
AM
APY
ATI
AMCX
AN
ARW
ASB
ASGN
ASH
ATR
AVNS
AVT
AYI
AAXN
BBBY
BC
BCO
BDC
BKH
BLKB
BOH
BRO
BXS
BYD
BHF
EAT
BRX
CABO
CZR
CAKE
CAR
CACI
CASY
CATY
CFX
CBSH
CBT
CC
CDK
CFR
CGNX
CHE
CHDN
CHK
CIEN
CLB
CLGX
CLH
CLI
CMC
CMD
CMP
CNK
CNO
COHR
CONE
COR
CPT
CR
CREE
CRI
CRL
CRS
CRUS
CNX
CSL
CTLT
CUZ
CVLT
CXW
CVET
CW
CBRL
CY
DAN
DCI
DDS
DECK
DEI
DKS
DLPH
DLX
DNKN
DNOW
DY
EGP
EPC
ERI
EHC
EME
ENR
ENS
EPR
EQT
ETRN
WTRG
ETSY
EV
EVR
EWBC
EXEL
EXP
FAF
FDS
FCFS
FFIN
FHN
FICO
FII
FIVE
FLO
FLR
FR
FNB
FSLR
FL
FULT
GATX
GEF
GEO
GGG
GHC
GME
GMED
GNTX
GNW
GT
GVA
GDOT
GRUB
GWR
HAE
HAIN
HWC
HCSG
HE
HELE
HIW
HNI
HOMB
HQY
HR
HRC
HUBB
ICUI
IDA
IIVI
NGVT
NSP
IART
IBKR
IBOC
IDCC
INGR
INT
ITT
JACK
JBGS
JBL
JHG
JEF
JBLU
JCOM
JLL
JW.A
KAR
KBH
KBR
KEX
KMPR
KMT
KNX
KRC
LAMR
LANC
LGND
LECO
LFUS
LII
LITE
LIVN
RAMP
LM
LOGM
LPT
LPX
LSI
LSTR
MAN
MANH
MASI
MCY
MD
MDP
MDRX
MDSO
MDU
MKSI
MLHR
MMS
MOH
MPW
MRCY
MPWR
MSA
MSM
MTDR
MAT
MTX
MTZ
MUR
MUSA
NATI
NAVI
NCR
NDSN
NEU
NFG
NJR
NNN
NKTR
NTCT
NUS
NUVA
NVT
NWE
NYCB
NYT
OAS
ODP
OFC
OGE
OGS
OHI
OII
OLED
OLLI
OLN
OI
ORI
OSK
OC
OZK
PACW
PK
PBF
PB
PBH
PCH
PDCO
PEB
PENN
PEN
PPC
PII
PLT
PNFP
PNM
POL
POOL
POST
PRAH
PSB
PRI
PTC
PTEN
PZZA
R
RBC
RGA
RGEN
RGLD
RIG
RNR
RPM
RS
RYN
SABR
SAFM
SAIC
SAM
SBH
SBNY
SBRA
SIGI
SMTC
SCI
SEIC
SF
SFM
SGMS
SIX
SKT
SKX
SLAB
SLGN
SLM
SMG
SNH
SNV
SNX
SEDG
SON
SRC
STL
SRCL
STLD
SVC
SWN
SWX
SXT
SYNA
SYNH
TTEK
TCBI
TCO
TDC
TDS
TECD
TECH
TER
TEX
TGNA
THC
THG
THO
THS
TKR
TOL
TPH
TPX
TR
TREE
TREX
TRMB
TRMK
TRN
TTC
TXRH
UBSI
UE
UFS
UGI
UMBF
UMPQ
UNFI
UTHR
UNIT
URBN
VAC
VC
VLY
VMI
VVV
VSAT
VSH
WAFD
WBS
WEN
WERN
WEX
WOR
WPX
WRI
WSM
WSO
WTFC
WW
WWD
WWE
WYND
X
Y
XPO
YELP
AAOI
AAON
AAT
AAWW
ABCB
ABG
ABM
ACLS
ADC
ADTN
AEGN
AEIS
AEL
AGYS
AHH
AHL
AIN
AIR
AIT
AJRD
AKR
AKRX
AKS
ALG
ALGT
ALRM
AMAG
AMBC
AMN
AMPH
AMSF
AMWD
ANDE
ANF
ANGO
ANIK
ANIP
APEI
APOG
ARCB
ARI
AROC
ARR
ARRS
ASIX
ASNA
ASRT
ASTE
ATNI
ATU
AVA
AVAV
AVD
AVP
AWR
AXE
AXL
AZZ
B
BABY
BANC
BANR
BCC
BCEI
BCOR
BCPC
BEAT
BEL
BELFB
BFS
BGFV
BGG
BGS
BHE
BHLB
BID
BIG
BJRI
BKE
BKS
BLD
BMI
BMS
BNED
BOFI
BPFH
BRC
BRKL
BRKS
BRS
CAL
CALM
CAMP
CARS
CASH
CATM
CATO
CBB
CBL
CBM
CBU
CCMP
CCOI
CCRN
CDR
CECO
CEIX
CENT
CENTA
CENX
CEVA
CHCO
CHCT
CHS
CHSP
CHUY
CIR
CJ
CKH
CLD
CLDT
CLW
CMO
CMTL
CNMD
CNSL
COHU
COKE
COLB
CORE
CORT
CPE
CPF
CPS
CPSI
CRAY
CROX
CRR
CRVL
CRY
CRZO
CSGS
CTB
CTRE
CTRL
CTS
CUB
CUBI
CUTR
CVBF
CVCO
CVG
CVGW
CWT
CYH
CYTK
DAKT
DAR
DBD
DCOM
DDD
DEA
DF
DFIN
DGII
DIN
DIOD
DNB
DNR
DO
DORM
DPLO
DRH
DRQ
DSPG
DSW
DXPE
EBIX
EBS
ECHO
ECOL
ECPG
EDR
EE
EFII
EGHT
EGL
EGN
EGOV
EGRX
EHTH
EIG
ELY
ENDP
ENSG
ENTA
ENVA
EPAY
ERA
ESE
ESIO
ESL
ESND
ETH
EVTC
EXLS
EXPO
EXPR
EXTN
EXTR
EZPW
FARO
FBP
FCF
FCN
FCPT
FELE
FF
FFBC
FIX
FLOW
FMBI
FN
FNSR
FORM
FORR
FOSL
FOXF
FRAN
FRGI
FSB
FSP
FSS
FTD
FTK
FTR
FUL
FWRD
GBCI
GBX
GCI
GCO
GEOS
GES
GFF
GHL
GIFI
GIII
GLT
GNBC
GNL
GOV
GPI
GPOR
GPRE
GTLS
GTY
GWB
HA
HAFC
HAYN
HBHC
HCI
HFWA
HI
HIBB
HLIT
HLX
HMN
HMST
HMSY
HOPE
HPR
HPT
HSC
HSII
HSKA
HSTM
HT
HTLD
HUBG
HVT
HWKN
HYH
HZO
IBP
IDTI
IIIN
ILG
INDB
INGN
INN
INTL
INVA
IOSP
IPAR
IPHS
IRBT
IRDM
IRT
ISCA
ITG
ITGR
ITRI
IVC
IVR
JBSS
JBT
JCP
JJSF
JRVR
KALU
KAMN
KELYA
KEM
KFY
KIRK
KLIC
KLXI
KN
KOP
KOPN
KRA
KRG
KS
KWR
LABL
LAD
LCI
LCII
LDL
LGIH
LHCG
LHO
LION
LKSD
LL
LMAT
LMNX
LNN
LNTH
LOCO
LPNT
LPSN
LQDT
LTC
LTXB
LXP
LXU
LZB
MANT
MATW
MATX
MBFI
MCRI
MCS
MDC
MDCO
MDR
MDXG
MED
MEI
MGLN
MGPI
MHLD
MHO
MIK
MINI
MLI
MMSI
MNK
MNRO
MNTA
MOG.A
MOV
MPAA
MSTR
MTH
MTRN
MTRX
MTSC
MXL
MYE
MYGN
MYRG
NANO
NAVG
NBHC
NBR
NBTB
NCI
NE
NEOG
NEWM
NFBK
NLS
NMIH
NP
NPK
NPO
NR
NSA
NSIT
NTGR
NTRI
NWBI
NWN
NX
NYMT
OCLR
OFG
OFIX
OIS
OMCL
OMI
ONB
OPB
ORIT
ORN
OSIS
OSPN
OSUR
OXM
PAHC
PARR
PATK
PAY
PBI
PDCE
PDFS
PEI
PERY
PES
PETS
PFBC
PFS
PGNX
PGTI
PJC
PKE
PLAB
PLAY
PLCE
PLUS
PLXS
PMT
POWI
POWL
PPBI
PRA
PRAA
PRFT
PRGS
PRLB
PRSC
PRSP
PUMP
PVAC
QEP
QHC
QLYS
QNST
RAVN
RCII
RECN
REGI
REI
REX
RGNX
RGR
RGS
RH
RLI
RMAX
RMBS
ROCK
ROG
ROIC
RPT
RRC
RRD
RRGB
RTEC
RUTH
RWT
RYAM
SAFT
SAH
SAIA
SANM
SBCF
SBSI
SCHL
SCL
SCSC
SCVL
SEM
SENEA
SFBS
SFLY
SFNC
SHAK
SHOO
SIG
SJI
SKYW
SLCA
SM
SMP
SNBR
SONC
SPN
SPOK
SPPI
SPSC
SPTN
SPXC
SR
